SensorID,Date,Temperature,SoilMoisture,pH,Fertilizer,Location
S49,3/21/2025,30.5,63,7.4,4.1,WEST FIELD
s47,4/3/2025,13.4,30,7.7,3.1,w field
S045,16-Mar-25,27.1,20,missing,1.3,NORTH FIELD
S048,3/20/2025,20.2,18,7.3,1.4,EASTFIELD
S57,2/25/2025,14.7,18,7.2,2.7,Southfield
S52,9-Apr-25,20.9,65,7.6,2.7,East Field
s4,9-Apr-25,32.7,29,N/A,None,North Field
S036,3/27/2025,36.7,40,6.5,1.9,WEST FIELD
S001,28/03/2025,21.8,37,7.6,1.7,NorthField
S58,4/7/2025,14.3,23,6.3,2.4,WEST FIELD
S008,4/9/2025,21.5,50,6,3.5,S field
s4,4/4/2025,13.5,missing,5.8,4,NORTH FIELD
S39,14/03/2025,35.1,24,7.5,N/A,W field
S037,3/20/2025,29.8,18,7.4,1.3,westField
s11,3/14/2025,,50,6.7,2.6,north field
S039,2/28/2025,30.5,51,5.8,4,SOUTH FIELD
s1,4/5/2025,-97.8,44,5.7,3,w field
S032,3/15/2025,23,49,7.1,3.9,North Field
s36,4/4/2025,16.3,60,7.3,2.7,n field
S12,3/14/2025,14.5,9999,5.9,2.1,Southfield
S057,1-Mar-25,20.9,59,7,N/A,W field
S041,3/23/2025,35,46,6.4,4.1,north field
S18,15/03/2025,33.2,42,None,2,SOUTH FIELD
S025,3/30/2025,35.5,26,7,3,e field
s56,9/3/2025,18.2,29,6.5,3,EastField
S29,3/1/2025,15.5,39,6.3,2.4,w field
S029,3/28/2025,12.1,28,7.7,3.8,West Field
s55,9/4/2025,25.6,50,6.7,1.8,e field
s50,21-Mar-25,32.2,60,6.3,3.5,n field
s33,17/03/2025,30.7,26,7.3,2.3,SOUTH FIELD
s04,1/4/2025,20.1,30,7,4.1,NorthField
s16,1/4/2025,21.7,25,7.2,2.9,WEST FIELD
s07,29-Mar-25,missing,20,6.7,3.5,w field
s16,3/18/2025,16.1,64,5.7,1.5,e field
S059,3/28/2025,25.2,46,6.1,None,westField
S27,3/1/2025,-37.9,42,5.5,2.3,East Field
S053,6-Mar-25,30.6,32,7.4,1.8,westField
S043,3/16/2025,15.9,56,5.5,3.9,north field
S008,3/19/2025,15.3,52,7.2,2.1,n field
S54,3/21/2025,19.4,29,6,3.2,east field
s34,14/03/2025,33.5,31,6.3,1.2,north field
S1,8-Apr-25,28.9,19,7.8,3.4,north field
S34,3-Apr-25,17.9,34,1.5,None,NorthField
S29,29-Mar-25,-59.1,38,7.1,3.7,Nrth Field
s45,3/3/2025,18.8,41,6.1,4.2,westField
S30,9-Mar-25,21.5,63,7.6,4.1,North Field
S43,28-Mar-25,19.2,30,5.8,3,e field
s20,3/2/2025,16.9,62,5.8,2.2,east field
S26,3/12/2025,35.3,24,5.7,2.8,S field
S19,16-Mar-25,25.8,34,7,3,West Field
S34,3/6/2025,20.8,missing,6.7,missing,South Field
s47,2/26/2025,33.6,40,5.6,3.9,w field
s26,3/25/2025,35.2,21,N/A,2.1,westField
s34,3/14/2025,30,56,7,3.6,WEST FIELD
s58,28/02/2025,15.5,25,6.6,3.5,WEST FIELD
s41,8-Apr-25,31.8,58,5.6,2.9,east field
S002,23-Mar-25,13.9,31,7.7,3.3,EASTFIELD
S4,3/16/2025,15.9,22,7.6,3.7,w field
S48,3/19/2025,31.7,56,7.1,1.9,westField
S003,4/8/2025,12.3,42,6,2.8,NorthField
s28,31-Mar-25,37.6,32,6.5,2.4,W field
s56,3/14/2025,19.7,52,6.8,3.4,SOUTH FIELD
S046,9-Apr-25,16.2,37,7.6,3.7,West Field
S18,27/03/2025,34.6,24,None,3.5,n field
s09,2/26/2025,36,57,6.6,2.7,W field
S39,3/3/2025,19.6,50,7.3,3.3,East Field
S053,30/03/2025,17.5,58,7,2,Southfield
s36,12/3/2025,34.1,46,6.1,3.8,NORTH FIELD
s35,3/23/2025,14.5,61,7.5,1.6,north field
s48,3/15/2025,26.6,43,5.9,1.3,SOUTH FIELD
s43,2/25/2025,26.2,61,7.7,2,East Field
S044,3/20/2025,None,50,7.5,3.8,n field
S12,16-Mar-25,None,61,6.6,1.4,NORTH FIELD
s54,22/03/2025,19.5,63,6.7,2.2,westField
s55,13-Mar-25,19.6,20,5.8,2.4,WEST FIELD
S49,9/3/2025,33.3,52,7.4,1.5,East Field
s25,3/14/2025,30.5,38,5.6,1.5,Southfield
S011,25-Mar-25,25.4,33,6,3.2,South Field
s45,6/4/2025,21.4,None,,1.5,n field
S003,2/28/2025,36.6,40,6.1,3.7,EASTFIELD
S1,3/1/2025,28.2,19,7.4,4,EastField
S030,8-Mar-25,32.3,65,6.2,None,West Field
s51,4/7/2025,25.2,31,,3.7,n field
S52,3/1/2025,25.2,42,7,2,north field
s54,3/6/2025,36.6,23,7.7,2.6,SOUTH FIELD
S015,6/3/2025,17.3,44,7.4,2.9,n field
s57,7/3/2025,35.6,54,6.8,3.9,SOUTH FIELD
S23,3/31/2025,27.7,62,None,2.8,NorthField
S048,3/11/2025,26.8,46,5.6,2.3,South Field
s35,3/29/2025,21.4,38,7.6,3.9,NorthField
s13,3/5/2025,23.7,32,7.1,2.4,W field
s24,3/18/2025,29.4,44,7.1,2.4,EASTFIELD
S039,3/16/2025,36,55,5.8,4,w field
S40,3/13/2025,20.4,24,6.1,2.3,S field
s25,3/25/2025,20.7,35,6.5,4.1,NORTH FIELD
S27,11-Mar-25,28.7,62,6.4,2.6,EASTFIELD
S6,4/10/2025,23.9,48,7,4.1,east field
s32,4/3/2025,35.7,43,6.8,1.3,NORTH FIELD
s25,31/03/2025,28.6,31,6.5,3.7,EASTFIELD
s33,3/8/2025,21.5,43,6.1,3.5,NORTH FIELD
S15,4/4/2025,12.2,58,5.8,4,Southfield
s25,1/3/2025,25,41,6.8,2.1,WEST FIELD
s25,3/20/2025,27,23,7.7,1.7,Southfield
S059,13/03/2025,25,35,6.3,1.8,NorthField
s47,3/16/2025,20.7,58,7.7,1.7,w field
s48,1/4/2025,24.3,36,7.6,3.1,Nrth Field
S6,5/3/2025,19.3,61,6.7,4.1,East Field
s35,4/7/2025,21.9,27,5.7,2.5,n field
s20,3/31/2025,34,36,5.6,2.2,North Field
S006,3/11/2025,26.5,60,6.8,1.7,North Field
S23,3/2/2025,None,19,6.7,3.4,Nrth Field
s10,4/6/2025,None,59,6.7,3.9,S field
S56,3-Apr-25,17.9,36,5.6,3.5,EastField
S002,4/9/2025,22.1,20,7.3,2.5,SOUTH FIELD
S51,2/26/2025,36.1,45,7.6,3.3,W field
s22,3/25/2025,22.1,47,7.5,3,SOUTH FIELD
s19,5-Mar-25,36.5,58,7.4,3.7,EASTFIELD
s26,2/26/2025,25.8,63,6.1,3.1,East Field
s39,3/9/2025,23.1,29,7.2,1.9,SOUTH FIELD
s28,11/3/2025,12.1,22,5.6,2.4,EASTFIELD
S1,2/25/2025,34.8,47,6.2,2.1,South Field
s32,4/7/2025,14.7,32,7.3,4.2,w field
s3,26/02/2025,13.6,29,6,2.2,e field
S050,3/19/2025,14,,6.1,3449.5,w field
S046,4/8/2025,21.4,29,6.3,3.4,East Field
s46,3/23/2025,15.1,57,7.7,3,NORTH FIELD
S24,3/29/2025,13.2,60,6,2.3,W field
S053,14-Mar-25,16.7,31,6.7,2.8,North Field
s17,25/02/2025,None,20,6.1,4,EastField
S15,27/02/2025,20.9,27,7.1,1.5,S field
s11,12/3/2025,14.5,36,6.4,3.1,NorthField
S41,28-Mar-25,26,64,5.8,1.4,Southfield
s45,3/28/2025,21.1,53,5.7,3.5,EastField
S54,4/5/2025,36.7,50,6.3,2.5,West Field
S13,23/03/2025,33.8,53,7.6,2.9,westField
S022,7/4/2025,27.6,64,7.7,N/A,EASTFIELD
s28,3/29/2025,13.1,34,6.2,3690.5,east field
S21,3/14/2025,36.1,44,6.9,1.9,NorthField
s57,6-Apr-25,22.2,47,7.7,3.9,w field
S13,2/28/2025,15,38,5.8,2.8,east field
S54,28-Mar-25,13.3,57,6.2,3.6,east field
s45,3/20/2025,27,41,6.3,2.2,e field
S024,4/5/2025,23.3,48,7.6,4,Nrth Field
S4,4/5/2025,13.5,37,6.5,1036.4,West Field
S58,2/26/2025,35.7,N/A,6.5,2.5,w field
S018,26-Mar-25,33.7,23,6.6,3,north field
s46,3/30/2025,15.3,50,6.5,None,Nrth Field
s5,3-Apr-25,34.8,62,7.6,3.3,South Field
s23,27/03/2025,13.8,18,7.2,2.8,W field
s1,4/5/2025,32.2,50,6.4,3.2,east field
s37,4/6/2025,21.3,25,7.3,1.5,westField
S34,4/3/2025,16.9,31,5.7,2.7,East Field
s41,3/24/2025,16.9,50,None,3.2,Nrth Field
S049,3/26/2025,28.7,39,7.8,N/A,n field
S38,3/15/2025,28.6,None,7.7,2.7,Nrth Field
s23,2/27/2025,36.2,18,7.4,1.5,n field
S035,3/13/2025,21.3,43,7.2,3.6,EASTFIELD
s37,2/27/2025,19.9,22,6.1,3.4,w field
s04,4/5/2025,33.3,53,7.4,N/A,North Field
s35,10/4/2025,16.5,31,7.1,2.9,Southfield
s36,13/03/2025,33.9,31,7.5,1.7,westField
s21,3/11/2025,36.1,51,7,3,S field
S053,3/31/2025,30.9,53,7.2,1.3,north field
s16,3/9/2025,24.6,41,6,1.6,WEST FIELD
S17,3/3/2025,31.7,29,6.9,3.4,S field
S011,2-Apr-25,24.8,21,7.4,1.8,North Field
S051,3/10/2025,13.4,58,7.3,N/A,South Field
S43,5-Mar-25,34.6,43,7.8,4.2,South Field
s55,7/3/2025,22.4,43,6.6,2.6,EASTFIELD
s21,25-Mar-25,13.4,64,6.1,1.7,east field
S035,4/10/2025,N/A,41,6,3,e field
S015,28/03/2025,384.2,61,5.9,2.6,EastField
s55,30-Mar-25,19.7,49,7.1,3,South Field
S037,25/02/2025,13.5,49,6.8,4,e field
s47,3/15/2025,37.3,65,6.4,4,westField
S42,18/03/2025,22.1,26,7.3,1.8,NORTH FIELD
S011,4-Mar-25,32.8,25,7.1,3.2,Nrth Field
s38,2/26/2025,17.5,21,6,2.7,Southfield
s48,2/25/2025,37.8,52,5.9,2.4,WEST FIELD
S055,3/31/2025,37.2,35,missing,1.4,NorthField
s14,13-Mar-25,22.1,54,None,1.3,East Field
s48,3/5/2025,25.4,21,5.7,1.5,westField
S004,3/5/2025,None,38,6.4,4,NorthField
S35,3/22/2025,30.7,48,5.8,1.3,Southfield
s50,3/8/2025,27.8,53,7.8,1.7,SOUTH FIELD
S031,3/17/2025,22.4,32,7.3,missing,north field
S045,3/30/2025,24.7,20,None,2.2,SOUTH FIELD
s08,3/20/2025,25.1,52,7.6,3.8,WEST FIELD
S045,3/15/2025,30,22,6.6,2.9,East Field
S8,3/28/2025,21.7,50,6.9,3.2,WEST FIELD
s30,3/8/2025,16.7,18,6.8,1.7,NorthField
s49,3/13/2025,24,39,7.1,2.4,EastField
S7,3/28/2025,25.7,22,5.6,3.1,e field
s36,3/4/2025,34.1,57,6.7,0.007,Nrth Field
S32,3/2/2025,26.7,54,5.8,4.1,East Field
s45,9-Apr-25,-68.7,29,7.4,missing,e field
S6,4-Apr-25,35.1,20,7.2,4.1,SOUTH FIELD
s1,4/1/2025,13.1,22,6.2,3.7,w field
S043,24-Mar-25,36.1,55,6,2.2,NorthField
s43,3/7/2025,30.4,41,6.6,1.3,W field
S29,3-Mar-25,36,51,7.5,3.7,east field
s08,3/4/2025,19.8,20,6.5,3.3,West Field
s44,11/3/2025,13.9,36,7.7,N/A,w field
s57,3/11/2025,23,30,7.7,1.8,westField
s46,4/3/2025,13.9,18,6.7,3.5,westField
S053,2/28/2025,31.4,52,-0.1,1.8,east field
s41,5-Apr-25,37.6,20,7.3,2.6,SOUTH FIELD
S026,23-Mar-25,19.3,54,7.3,2.3,NorthField
S015,4/3/2025,32,57,7.5,3.9,Nrth Field
S60,1/3/2025,missing,62,6.8,4,n field
S15,3/4/2025,34.6,62,7.5,2.2,e field
s57,3/28/2025,missing,25,5.8,3.7,East Field
S057,16-Mar-25,35,49,5.8,3,WEST FIELD
s24,3/28/2025,14.6,53,7,3.1,east field
S41,3/12/2025,35.6,25,6,1.6,w field
s57,31/03/2025,19.5,48,6.7,1.9,w field
s5,3/28/2025,18.7,25,missing,2.1,EASTFIELD
S46,5/3/2025,-34.1,30,7,3.2,Nrth Field
s18,3/22/2025,14.4,46,6.8,2.1,NORTH FIELD
S4,3/14/2025,29.3,65,5.9,1.8,SOUTH FIELD
S046,3/26/2025,35.5,27,6.5,1.7,WEST FIELD
s04,17/03/2025,27.6,43,,1.7,westField
S047,7-Mar-25,17.4,42,N/A,3.8,WEST FIELD
S51,3/29/2025,29.8,18,5.8,3.7,W field
s60,9-Apr-25,14.3,22,7.6,missing,Nrth Field
S44,10-Apr-25,26.9,60,5.9,1.6,EASTFIELD
s7,25-Feb-25,14.5,46,7.3,2.7,NorthField
s24,3/2/2025,30.6,21,6.5,None,NORTH FIELD
s52,3/19/2025,773.2,60,5.7,4.1,NorthField
s05,23-Mar-25,24.5,39,7.7,2.7,w field
s21,3/2/2025,24.4,62,6.1,2.5,n field
s27,25/02/2025,31.5,65,6.6,1.5,S field
S45,4/3/2025,16,28,7.1,3.3,North Field
s13,3/30/2025,20.1,58,7.3,1.3,South Field
S50,4-Apr-25,24.1,63,6.9,3.1,EastField
s9,26/03/2025,20.7,28,6.6,3.5,westField
s33,4/9/2025,24.8,53,5.6,1.4,east field
s45,3/28/2025,28.7,23,6.3,1.5,EastField
S40,5-Apr-25,13.5,30,5.6,3.5,EastField
s28,3/14/2025,,53,6,1.9,e field
S1,3/23/2025,19,25,7.8,1.4,north field
S6,4/3/2025,24.4,40,6.6,4.1,East Field
S052,3-Mar-25,33.9,59,6.8,,north field
S17,3/22/2025,29.2,58,6.3,1.9,WEST FIELD
s25,9-Mar-25,None,49,6.5,1.2,SOUTH FIELD
S013,1-Mar-25,31.6,30,None,1.5,Nrth Field
s41,7-Mar-25,32.2,40,6,4.1,EASTFIELD
S060,3/8/2025,17,29,5.8,3.2,Nrth Field
s37,29/03/2025,missing,37,5.9,3786.1,e field
s54,4/9/2025,33,56,7.4,2.1,EastField
S35,28/02/2025,26.2,20,7,3.8,S field
s25,2/26/2025,17.9,50,2.2,4,SOUTH FIELD
S50,8-Mar-25,15.5,18,7.5,3.7,Nrth Field
S049,3/30/2025,18.3,9999,6.8,2.4,east field
S51,3/20/2025,12.9,56,5.7,1.7,w field
s36,31/03/2025,missing,65,7.2,3.4,EASTFIELD
S16,3/6/2025,17.8,54,6.7,3.4,n field
S001,4/9/2025,20.1,56,6.9,3.5,WEST FIELD
S041,3/24/2025,16.1,44,6.8,3.6,westField
s46,3/28/2025,27.3,50,6.8,2.6,NORTH FIELD
S40,4/9/2025,34.2,24,5.6,3.4,S field
s45,3/6/2025,28.3,29,6.4,2,NorthField
s26,26-Mar-25,25.6,62,7.1,2.9,north field
S004,3/2/2025,16.1,31,5.8,3.9,WEST FIELD
S23,4/2/2025,37.9,18,6.1,None,EastField
S5,7-Mar-25,33.2,47,7.4,missing,NorthField
S2,3/11/2025,37.1,29,6,3.6,South Field
S014,3/2/2025,28.4,64,6.7,2,n field
s15,12/3/2025,27.1,50,5.6,2.2,east field
s45,2/28/2025,30.3,25,5.6,3.6,e field
S43,26/03/2025,34.6,37,7.1,1.3,EASTFIELD
S033,5/3/2025,25.2,24,7,2,S field
S41,4/8/2025,14.2,23,6.1,3,South Field
S19,26/02/2025,25.6,29,7.4,1.6,westField
s34,9-Apr-25,36.6,32,7.7,3.9,NorthField
S20,9-Mar-25,missing,52,7.5,2.6,W field
s33,3/3/2025,14.3,37,7.5,2,east field
S023,4/4/2025,,,7,2.5,westField
s21,2/25/2025,13.1,30,6.7,4.1,WEST FIELD
S038,3/9/2025,13.9,61,7.2,2.9,n field
s49,3/8/2025,23.8,26,6,3.7,S field
S55,4-Apr-25,23,62,6.2,3.8,Southfield
s01,4/9/2025,33.3,49,7.8,2,WEST FIELD
S24,30/03/2025,26,61,5.7,3.5,S field
S6,29-Mar-25,34.3,61,7.7,3.7,n field
S11,3/15/2025,14.1,41,6.1,1.4,EastField
S015,3/3/2025,29.9,31,6.9,2.4,westField
s41,25/03/2025,36.8,None,7.5,2.8,NorthField
S55,3/1/2025,19.5,34,7.7,1.2,W field
s28,3/26/2025,18.1,28,7.4,1.5,westField
s57,4/9/2025,27.9,34,6.4,3,e field
s31,3/19/2025,19.5,65,7.1,3.1,EastField
s11,3/12/2025,15.1,50,6.3,3.6,East Field
s60,3/2/2025,N/A,47,10.8,2.6,W field
S005,11-Mar-25,-47.2,53,6.2,1.8,WEST FIELD
s11,3/26/2025,30.8,42,7.1,missing,South Field
s54,3/10/2025,27.6,53,6.9,3.3,South Field
S17,3/17/2025,30.9,31,6.2,1.9,n field
S13,10/3/2025,36.8,36,7.2,3.2,West Field
s15,2-Mar-25,N/A,57,7.3,3,NorthField
s18,2/25/2025,23.5,38,7.2,3.3,w field
S19,3/25/2025,34,18,6.5,3.2,East Field
S8,10-Mar-25,24.4,65,7.6,2.5,North Field
S31,3/31/2025,26.7,58,7.4,,East Field
S17,3/9/2025,None,19,7.3,2.2,S field
S48,8/3/2025,33.4,48,,2.1,West Field
S033,23-Mar-25,34.7,38,6.2,4,S field
S009,5/3/2025,31.7,42,6.3,3.7,Southfield
s44,3/16/2025,32.5,32,6.1,N/A,EastField
s26,4/8/2025,14.8,28,6.3,1.8,w field
s23,6/4/2025,25,50,6,3.9,EastField
s20,28-Feb-25,24,27,7.4,4.1,North Field
s56,4/1/2025,30.2,49,7.6,2.8,WEST FIELD
s50,3/27/2025,32.7,46,7,1.6,S field
S49,24/03/2025,26.8,,6,1.9,north field
s18,10/4/2025,28,53,6.6,1.5,West Field
S12,3/3/2025,30.6,28,7.5,3.9,NorthField
S23,3/10/2025,21.4,43,6.9,0.005,north field
s1,4/5/2025,27.4,54,7.6,4,West Field
S13,3/12/2025,29,34,6.9,3.9,Southfield
s54,17/03/2025,13,23,6.6,3.7,EASTFIELD
s3,3/17/2025,12.3,56,6.5,None,NorthField
S13,6/3/2025,18.2,31,5.6,2.6,South Field
s25,4/4/2025,36.8,36,5.5,2.1,westField
S45,2/27/2025,18.6,32,7.8,2,S field
S50,4/7/2025,27.5,60,5.9,3.4,westField
s6,3/14/2025,14.2,53,6.7,2.4,W field
s16,3/12/2025,15.6,58,5.8,2.8,Southfield
S046,11/3/2025,33.9,59,6.9,1.6,e field
S11,4/3/2025,12.7,44,7.4,3.1,westField
s49,14/03/2025,24.2,48,missing,3.1,n field
s16,25-Feb-25,15.2,56,6.6,None,w field
s51,3/14/2025,20.3,37,5.6,1.8,Nrth Field
S060,10-Apr-25,29.7,56,6.4,1.8,westField
S36,2-Apr-25,20,57,5.7,1.4,SOUTH FIELD
s20,3/18/2025,35.1,33,7.2,3.8,e field
S53,3/12/2025,28.2,57,6.7,N/A,S field
s19,3/28/2025,22.2,missing,5.7,missing,South Field
S3,4/9/2025,24.9,26,5.7,3.1,West Field
s51,20-Mar-25,24.1,24,7.3,2.6,North Field
S23,3-Mar-25,16.5,21,7.5,3.4,South Field
S9,4/8/2025,21.4,27,7.3,2.8,West Field
s14,3/23/2025,28.4,52,6.9,3.1,w field
S060,19/03/2025,16.2,35,missing,N/A,east field
s27,29/03/2025,34.8,N/A,7.6,3.8,WEST FIELD
S50,3/3/2025,34,62,5.8,1.6,Southfield
s19,22-Mar-25,27.3,28,missing,2,WEST FIELD
S26,3/16/2025,29.2,50,6.2,1.3,w field
s43,3/7/2025,31.2,63,5.7,4,Southfield
s24,4/6/2025,25.8,36,5.8,1.7,EastField
s59,7-Apr-25,36.1,56,7.1,3.2,East Field
s11,16-Mar-25,37,35,7.1,3,WEST FIELD
S40,4/4/2025,14.2,21,6,1.9,Southfield
S011,3/16/2025,27.1,29,5.6,2.4,Southfield
S34,3/10/2025,13.4,29,6.2,,NORTH FIELD
s47,3/26/2025,17,45,7.3,1.9,S field
S1,3/11/2025,28.8,45,5.7,2.5,South Field
s31,3/9/2025,20.7,31,7.3,None,S field
S021,3/29/2025,23,45,5.6,3.3,SOUTH FIELD
S053,4/1/2025,23.5,36,7,1.3,EASTFIELD
s6,3/4/2025,15,missing,7.5,2.8,East Field
S22,17-Mar-25,20,27,None,1.4,n field
s31,31/03/2025,37.2,29,7.6,1.6,North Field
S037,4/6/2025,12.2,49,6.2,2.8,W field
s54,3/1/2025,22,27,None,3.5,NORTH FIELD
s42,21-Mar-25,30.3,39,5.9,2.1,W field
s45,22/03/2025,17.6,65,N/A,3.1,South Field
s51,3/18/2025,24.6,57,6.7,2.1,WEST FIELD
S059,3-Apr-25,37,27,6,1.5,S field
S033,4/5/2025,34.2,21,7,2.6,S field
S21,31-Mar-25,17.2,31,7.3,2,S field
s39,2/26/2025,19.6,39,6.8,1.5,north field
s16,6-Mar-25,19.4,55,5.6,1.4,north field
S054,3/3/2025,34.7,41,6.5,3,West Field
s45,21/03/2025,33.5,57,7.7,2.3,EastField
S032,3/11/2025,14.8,29,7.4,3,South Field
S018,9-Apr-25,25.2,45,7.2,2401.6,SOUTH FIELD
S050,8-Mar-25,26.7,32,6.7,3.6,westField
s37,7/4/2025,28.7,21,6.3,1.8,n field
s31,3/14/2025,14.6,18,5.7,3,S field
S012,3/21/2025,33.2,53,7,1.7,W field
S026,9-Apr-25,31.8,50,5.7,3.6,West Field
S35,3/24/2025,12.3,N/A,6.3,2.7,W field
S003,19-Mar-25,13.6,49,5.9,2.6,S field
S044,3/12/2025,33.4,45,7.3,3.5,Nrth Field
S6,3/21/2025,20.4,46,5.9,4.1,W field
S54,3/17/2025,37.9,53,6.3,1.8,NORTH FIELD
s59,2-Mar-25,13,33,6.9,3.9,WEST FIELD
s55,22/03/2025,missing,33,6.3,missing,SOUTH FIELD
s14,28-Mar-25,31.9,54,6.2,3.8,SOUTH FIELD
s29,3/4/2025,28.6,31,5.6,1.7,EastField
s09,11/3/2025,14.6,39,5.9,2.3,NORTH FIELD
S32,8/4/2025,25.9,22,,3.8,n field
S8,9/3/2025,15.4,missing,6.8,2.1,W field
s10,11/3/2025,36.1,56,6.9,3.8,w field
s24,3/29/2025,18.9,40,7.7,3.5,SOUTH FIELD
S10,3/30/2025,25.1,54,7.2,2.9,East Field
S20,3/3/2025,27.4,21,6.3,N/A,Southfield
S035,3/30/2025,15.5,36,6.2,2.9,S field
S058,8-Apr-25,17.8,44,6.4,3.2,EastField
s09,1-Apr-25,34.2,59,,1.7,EASTFIELD
s10,3/21/2025,None,33,6.6,1.8,S field
s52,2/26/2025,19.6,52,7.8,2.4,W field
s31,4/4/2025,12.4,32,6.4,4,North Field
S019,3/14/2025,20.3,45,5.9,2.9,Southfield
s41,3/31/2025,19.5,38,7.4,3.1,NORTH FIELD
s09,3/31/2025,18.9,51,7.7,2.6,NorthField
s02,12-Mar-25,32.2,30,7.8,2.8,e field
s45,4/2/2025,14.1,None,6.1,3.4,South Field
s33,19/03/2025,28.9,53,7.1,3.8,n field
s55,31-Mar-25,23.8,48,5.7,3.3,NorthField
S031,4/6/2025,14.6,25,6.3,2.3,North Field
s12,2/4/2025,32.6,N/A,missing,3.2,NorthField
s36,3/3/2025,22.7,28,7.6,3.1,east field
s29,18-Mar-25,35.4,34,5.8,2.4,EASTFIELD
s52,2/27/2025,27.3,21,2.4,3.6,WEST FIELD
s30,9-Mar-25,15.4,64,7.8,4,n field
s39,17/03/2025,33.5,48,7.6,4.1,W field
S27,4/5/2025,14,24,7.2,N/A,SOUTH FIELD
s22,4/4/2025,27.6,49,7.5,4,EastField
s52,3/27/2025,25.9,30,5.9,1.6,Nrth Field
s23,8-Mar-25,17.1,21,13.4,2.5,WEST FIELD
S055,2/27/2025,19.1,43,7.3,3.6,W field
S46,3/4/2025,21.3,56,7.1,2.2,Southfield
s18,14/03/2025,22.8,40,5.7,4.1,WEST FIELD
s52,4/10/2025,32.9,58,7.6,1.6,WEST FIELD
S031,9-Mar-25,23.8,37,6,1.8,West Field
S030,15/03/2025,22.9,65,5.9,2.6,east field
s38,3/20/2025,13.7,50,7.3,2.9,Southfield
S005,3/21/2025,21.8,61,5.9,2.1,n field
S045,3/19/2025,N/A,35,2.3,3.9,WEST FIELD
s12,3/29/2025,30.4,59,7.7,2.3,East Field
s60,3/27/2025,34.1,41,,3,north field
s58,23-Mar-25,32.5,25,7.5,4,Nrth Field
s24,3/25/2025,34,53,7.1,2.5,W field
s5,3/1/2025,15.5,57,6.4,3.3,east field
s40,4-Mar-25,24.6,51,6.6,2.1,w field
s21,4/8/2025,25.5,22,7.8,3.9,e field
S007,3/29/2025,22.8,61,6.1,2.3,e field
S004,4/4/2025,20.7,43,6.1,3.4,Nrth Field
S20,3/21/2025,25,45,7.4,0.007,SOUTH FIELD
S051,4/3/2025,14.8,49,N/A,3.2,Nrth Field
s08,3/6/2025,21.3,55,5.7,1.7,NORTH FIELD
S22,4/7/2025,31.7,48,5.9,2.9,East Field
s07,3-Apr-25,21.9,61,6.6,2.8,EastField
S019,2/27/2025,21,N/A,7.1,3.9,Nrth Field
s13,3/4/2025,16.3,61,6,4.2,north field
S037,26-Mar-25,33.4,57,-1.1,1.3,westField
s43,4/2/2025,N/A,35,5.5,2.5,Southfield
S34,3/2/2025,22.1,41,2.1,1.6,EastField
S8,3/9/2025,31.9,47,N/A,2.3,North Field
s57,4/4/2025,36.6,24,6.5,2.8,Nrth Field
S060,3/7/2025,17,49,7.7,3.9,Southfield
s31,3/26/2025,24.7,55,5.6,3.8,WEST FIELD
S9,3/18/2025,20.7,44,N/A,3.2,North Field
S022,23-Mar-25,26.5,20,7.3,1.5,West Field
s51,3/8/2025,34.2,56,6.1,1.9,S field
s11,3/28/2025,28.9,26,5.9,1.9,w field
s7,4/7/2025,21.7,44,5.6,3.9,WEST FIELD
S054,3/22/2025,13.6,26,missing,N/A,North Field
S014,3/27/2025,12.7,30,7.4,2.7,West Field
S41,4/4/2025,33.2,51,6.1,3.1,EASTFIELD
S032,3/6/2025,23.3,60,6.7,1.3,westField
s32,6-Apr-25,19.2,30,6.9,2.9,S field
s33,19/03/2025,28.9,53,7.1,3.8,n field
s05,29-Mar-25,35.7,41,6.2,3593.6,West Field
s32,23-Mar-25,27.2,22,6.8,3.9,West Field
s2,8-Apr-25,35.6,39,7,1.7,westField
S15,3/13/2025,25.9,64,6.4,4,Southfield
s56,11/3/2025,25.5,22,6.7,2.8,West Field
s51,1-Apr-25,32.8,48,6.8,2.2,EASTFIELD
S20,24-Mar-25,14.4,missing,6.3,2.7,westField
s55,4/5/2025,17.7,25,6.2,2.2,SOUTH FIELD
S28,3/27/2025,15.8,37,5.7,3.7,SOUTH FIELD
S038,9/4/2025,,18,7.8,1.6,WEST FIELD
S056,3/13/2025,17.5,20,5.9,1.9,West Field
S047,3/29/2025,31.6,42,6.3,0.005,West Field
s27,10-Mar-25,30.8,9999,6.4,1.6,NORTH FIELD
S051,10/4/2025,24.4,18,6.6,2.2,Southfield
s58,4/3/2025,34.4,57,6.3,3,north field
S28,27/02/2025,34.1,46,7.2,3.6,e field
s31,18-Mar-25,24.6,32,None,1.9,n field
S46,3/11/2025,31.3,23,6,1.5,W field
s4,3/14/2025,24.4,40,7.3,1.8,EastField
S25,4/4/2025,21.3,28,6.4,1.9,S field
S036,4/3/2025,22.3,30,5.7,N/A,EASTFIELD
S031,27-Feb-25,19.8,49,7.4,2.7,East Field
s31,3/7/2025,22.9,37,5.6,3.9,NORTH FIELD
S018,1/4/2025,35,43,6.9,1775.7,NORTH FIELD
s25,3/12/2025,28.7,35,5.9,3.6,east field
s46,3/22/2025,23.8,40,7.1,1.8,North Field
s19,3/6/2025,27.2,57,,3.9,NorthField
s42,3/16/2025,18.2,22,6.5,3.8,WEST FIELD
